molecule_chembl_id,CLint(ul/min/mg),SMILES
CHEMBL3949501,46,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1
CHEMBL5402875,73,c1ccc(-c2nc(N3CCC(c4ccccn4)C3)c3ccccc3n2)nc1
CHEMBL1391287,95,c1ccc(N2CCN(c3nc(-c4ccccn4)nc4ccccc34)CC2)cc1
CHEMBL4791200,22,C=CC(=O)N1CCC(c2ccc(-c3nc(Nc4cc(C5COC5)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)CC1
CHEMBL4755774,18,C=CC(=O)N1CCC(c2ccc(-c3nc(Nc4cc(C(C)C)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)CC1
CHEMBL476110,69,Fc1ccc(-c2noc([C@H]3C[C@@H]3CNc3cnc4ccccc4c3)n2)c(Cl)c1
CHEMBL4792995,115,Cc1cnc2[nH]c(N3CCN(c4ccc(C)c(Cl)c4)CC3)nc2c1
CHEMBL3110076,29,CCOc1ccc(N2CCN(c3noc(C4(NC(C)=O)CCC4)n3)[C@@H](C)C2)c(C)c1
CHEMBL469040,28,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(OC(F)(F)F)cc5c4)CC3)n2)c(Cl)c1
CHEMBL514543,95,Fc1ccc(-c2noc(C3CCN(c4cnc5c(c4)CCCC5)CC3)n2)c(Cl)c1
CHEMBL468176,38,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1
CHEMBL468175,23,Fc1ccc(-c2noc(C3CCN(c4cnc5c(C(F)(F)F)cccc5c4)CC3)n2)c(Cl)c1
CHEMBL3925871,23,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1
CHEMBL4751490,19,CN(Cc1ccc2c(c1)CCCO2)c1nnc(-c2ccc(-c3ccccc3Cl)cc2)o1
CHEMBL4790066,0.3,Cc1cc([C@H]2CC[C@H](c3nnc4n3-c3ccc(Cl)cc3C3CC43)CC2)no1
CHEMBL4847487,129,COc1ccc(-n2cc(-c3n[nH]c4cc(Cl)c(N[C@@H]5CCN(C6COC6)C5)cc34)cn2)cc1
CHEMBL4871278,82.99,COc1ccc(-n2cc(-c3n[nH]c4cc(Cl)c(N[C@H]5CNCC56CC6)cc34)cn2)cc1
CHEMBL4745524,0.3,Cc1cc([C@H]2CC[C@H](c3nnc4n3-c3ccc(Cl)cc3CC4)CC2)no1
CHEMBL4776887,8,COc1nc2cc(Cl)ccc2n2c(C3CCN(c4ccccn4)CC3)nnc12
CHEMBL3735720,9,CC(C)(C#N)n1nnc2c1CCC(c1nc(-c3ccc(F)cc3)no1)C2
CHEMBL4756031,3,Cc1cc([C@H]2CC[C@H](c3nnc4n3-c3ccc(Br)cc3CCC4)CC2)no1
CHEMBL1837031,15,Clc1ccc2c(c1)COCc1nnc(C3CCN(c4ccccn4)CC3)n1-2
CHEMBL4797387,31,CCc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2
CHEMBL4764976,12,c1ccc(N2CCC(c3nnc4n3-c3ccccc3CCC4)CC2)nc1
CHEMBL1837040,9,CC(=O)N1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1
CHEMBL4759005,27,C#Cc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2
CHEMBL1834004,11,Cc1ccc2c(c1)COCc1nnc(C3CCN(c4ccccn4)CC3)n1-2
CHEMBL4746716,8,Brc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2
CHEMBL4564337,14,COc1cc2c(-c3cnc(-c4ccc[nH]4)o3)c[nH]c2cc1Br
CHEMBL280148,11,CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12
CHEMBL3814884,37,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(C)C)CC5)c4)cnc3N)nc3ccccc32)c1
CHEMBL3814620,68,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccncc32)c1
CHEMBL3814756,66,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(=O)CN(C)C)CC5)c4)cnc3N)nc3ccccc32)c1
CHEMBL3814825,120,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1
CHEMBL1683560,56,N[C@H]1CN(c2cc(N3CCc4nocc4C3)ncn2)C[C@@H]1c1ccccc1
CHEMBL5093498,18.4,Cc1n[nH]c(C)c1N1CCN(c2cc(-c3nn[nH]n3)ccc2F)CC1
CHEMBL1683563,38,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1c1ccccc1
CHEMBL5408599,28,c1ccc(-c2ccc(-c3ccnc(CN4CCC5(CCCC5)CC4)c3)cc2)cc1
CHEMBL4784783,110,CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc([C@@H]5C[C@H](O)CN5C)cn4)n3)cc12
CHEMBL3110090,50,CCOc1cnc(N2CCN(c3noc(C(C)(F)F)n3)[C@@H](C)C2)c(C)c1
CHEMBL3110081,142,CCOc1ccc(N2CCN(c3noc(CC)n3)[C@@H](C)C2)c(C)c1
CHEMBL3110085,61,CCCOc1ccc(N2CCN(c3noc(CC)n3)[C@@H](C)C2)c(Cl)c1
CHEMBL3110092,16,CCOc1ccc(N2CCN(c3noc([C@H](C)NC(C)=O)n3)[C@@H](C)C2)c(C)c1
CHEMBL3110089,72,CCOc1cc(C)c(N2CCN(c3noc(CC)n3)[C@@H](C)C2)cn1
CHEMBL3110088,47,CCOc1cnc(N2CCN(c3noc(CC)n3)[C@@H](C)C2)c(C)c1
CHEMBL3110086,43,CCCOc1ccc(N2CCN(c3noc(CC)n3)[C@@H](C)C2)c(C(F)(F)F)c1
CHEMBL1837012,11,COc1ccc(-n2c(C)nnc2C2CCN(c3ccccn3)CC2)cc1
CHEMBL1837014,40,Cc1ccc(-n2c(C)nnc2C2CCN(c3ccccn3)CC2)cc1
CHEMBL1837017,23,Cc1nnc(C2CCN(c3ccccn3)CC2)n1-c1ccc(Cl)cc1
CHEMBL3828221,335,Cn1cc(-c2ccc(-c3cncc4ccc(-c5nccn5C)nc34)cc2)cn1
CHEMBL3827749,45,Cn1cc(-c2ccc(-c3cncc4ccc(-c5ccn(C)n5)nc34)cc2)cn1
CHEMBL3827678,398,Cn1cc(-c2ccc(-c3cncc4ccc(-c5nccn5C)cc34)cc2)cn1
CHEMBL3828430,144,Cn1cc(-c2ccc(-c3cncc4ccc(-c5ccnn5C)nc34)cc2)cn1
CHEMBL3827944,26,CC(=O)Nc1ccc2cncc(-c3ccc(-c4cnn(C)c4)cc3)c2n1
CHEMBL3827983,40,CNC(=O)c1ccc2cncc(-c3ccc(-c4cnn(C)c4)cc3)c2n1
CHEMBL3828116,34,Cn1cc(-c2ccc(-c3cncc4ccc(C(N)=O)nc34)cc2)cn1
CHEMBL3828003,27,CNC(=O)c1ccc2cncc(-c3ccc(-c4cnn(C)c4)cc3)c2c1
CHEMBL1209915,12.3,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1
CHEMBL3261514,19,NC(=O)c1sc(-c2ccnc(N)n2)nc1-c1ccc(Cl)cc1Cl
CHEMBL3827971,7.5,CCCCc1ccc(-c2nc(C)c(-c3ccnc(NC(=N)N(C)C)n3)s2)cc1
CHEMBL3319433,30.2,CCCc1cc(-c2nc(-c3ccccn3)cs2)ccn1
CHEMBL3319432,55.6,CCCc1cc(-c2nc(-c3cccnc3)cs2)ccn1
CHEMBL3319436,14.3,CCCc1cc(-c2nc(-c3ccnc(OC)c3)cs2)ccn1
CHEMBL3261515,67,NC(=O)c1sc(-c2ccnc(N)n2)nc1-c1cc(Cl)cc(Cl)c1
CHEMBL3319437,13.6,CCCc1cc(-c2nc(-c3ccnc(OCC)c3)cs2)ccn1
CHEMBL2069804,17,c1cc(-c2nnc(C3CCCCC3)o2)ccn1
CHEMBL1078685,5,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
CHEMBL3261517,43,COc1ccc(-c2nc(-c3ccnc(N)n3)sc2C(N)=O)c(Cl)c1
CHEMBL1209914,41.69,CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C)cc1
CHEMBL3797689,302,COCCN1CCCC12CCN(c1c(Cl)cncc1-c1ccc(-c3cnn(C)c3)cc1)CC2
CHEMBL1818334,18.8,CC(C)C[C@]1(c2cccc(O)c2)CCN(CC2CC2)C1
CHEMBL5281524,37,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(C5CC5)ccc4n3)cn2)CC1
CHEMBL5283237,18,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccn(C)n5)ccc4n3)cn2)CC1
CHEMBL5269297,13,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cn(C)nn5)ccc4n3)cn2)CC1
CHEMBL5270577,14,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cn(C)cn5)ccc4n3)cn2)CC1
CHEMBL5281595,48,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccnnc5)ccc4n3)cn2)CC1
CHEMBL5270136,44,Cc1ncncc1-c1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(OC3(C)CC3)c2n1
CHEMBL5273100,52,Cc1ncc(-c2ccc3nc(Nc4cnn(C5CCN(C)CC5)c4)nc(OC4(C)CC4)c3n2)cn1
CHEMBL5273827,53,Cc1ncncc1-c1nc2c(OC3(C)CC3)nc(Nc3cnn(C4CCN(C)CC4)c3)nc2cc1F
CHEMBL5290090,88,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cncnc5)c(F)cc4n3)cn2)CC1
CHEMBL5270356,23,Cc1ncc(-c2ccc3nc(Nc4cnn(C5CCN(C)CC5)c4)nc(OC4(C)CC4)c3n2)c(C)n1
CHEMBL5283628,96,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cncnc5)ccc4n3)cn2)CC1
CHEMBL3808911,9,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CC[C@H](N(C)C)C1
CHEMBL3808583,19,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CCC[C@@H](N(C)C)C1
CHEMBL5274369,18,Cc1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(OC3(C)CC3)c2n1
CHEMBL5435568,25,N[C@H](CO)Cn1ccc(-c2ccc(Oc3ncc(-c4cc[nH]n4)cc3F)cc2)n1
CHEMBL5189417,75.8,COc1cc2ncnc(N3CCC(CN4CCN(c5ccc(Cl)cc5)CC4)C3)c2cc1OC
CHEMBL4784828,18.6,Cn1nc(CN2CCN(c3ccccc3)CC2)nc1-c1ccc(C(C)(C)C)cc1
CHEMBL4564010,161,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(OC2CCC2)c(Cl)c1
CHEMBL2070609,52,CCc1cnc(N2CC[C@@H](Cn3nnc4c(N)nc(C5CC5)nc43)C2)nc1
CHEMBL3775519,18,Cn1cnc(-c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)c1
CHEMBL4778367,6,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n2cc(C(C)C)nc12
CHEMBL5182946,50,FC(F)(F)c1nccc(N2CCC(Nc3ccc4nnc(Cl)n4n3)CC2)n1
CHEMBL3774400,30,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(NS(C)(=O)=O)cc34)cc2)cn1
CHEMBL3775496,33,CC(=O)Nc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1
CHEMBL3775535,19,CNC(=O)c1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1
CHEMBL3113623,69,CC(C)c1noc(N2CCC(Oc3cc(N4CCc5cc(S(C)(=O)=O)ccc54)ncn3)CC2)n1
CHEMBL4087410,150,Cn1ncc2cccc(N3CCCN(Cc4csc(-c5ccccc5)n4)CC3)c21
CHEMBL4105264,67,COc1ccn2ccnc2c1N1CCCN(Cc2csc(-c3ccccc3)n2)CC1
CHEMBL4064969,145,FC(F)(F)c1ccn2ccnc2c1N1CCCN(Cc2csc(-c3ccccc3)n2)CC1
CHEMBL4067681,171,c1ccc(-c2nc(CN3CCCN(c4nccc5cccnc45)CC3)cs2)cc1
CHEMBL4064803,98,COc1ccc2cccnc2c1N1CCCN(Cc2csc(-c3ccccc3)n2)CC1
CHEMBL4092499,143,FC(F)(F)Oc1ccc2cccnc2c1N1CCCN(Cc2csc(-c3ccccc3)n2)CC1
CHEMBL5271682,5.8,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc3c(c2)B(O)OC3)n1
CHEMBL4780883,8.2,Cn1nc(CN2CCCC2)nc1-c1ccc(Cl)c(Cl)c1
CHEMBL4799971,5.8,Cn1nc(CN2CCCC2)nc1-c1ccc(C(C)(C)C)cc1
CHEMBL841,45.71,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
CHEMBL4459021,110,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(OCC2(C)CC2)c(Cl)c1
CHEMBL1860800,10,CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1
CHEMBL4593633,13.7,C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCNCC3)cc2)O1
CHEMBL5181736,37,FC(F)(F)c1nccc(N2CCC(CNc3ccc4nnc(Cl)n4n3)CC2)n1
CHEMBL3264816,52,COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2[C@@H]2CCCC2(C)C)c1
CHEMBL3264815,21,COc1cc(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2[C@@H]2CCCC2(C)C)c(F)cn1
CHEMBL4785927,9,Cc1ncccc1-c1cnc(NCc2c(F)cc(O)c3c2CCO3)n2cnnc12
CHEMBL4754048,9,Cc1ncccc1-c1cnc(NCc2c(F)cc(F)c3c2CCO3)n2cnnc12
CHEMBL4748924,28,Cc1ncccc1-c1cnc(NCc2c(F)cc(C#N)c3c2CCO3)n2cnnc12
CHEMBL4762963,20,Cc1ncccc1-c1cnc(NCc2c(F)cc(Cl)c3c2CCO3)n2cnnc12
CHEMBL4752420,20,COc1cc(F)c(CNc2ncc(-c3cccnc3C)c3nncn23)c2c1OCC2
CHEMBL4127153,171,C[C@@H](N[C@H]1CCN(c2cccc(C(F)(F)F)c2)C1)c1cccc2ccccc12.Cl.Cl
CHEMBL4128835,68,C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12.Cl.Cl
CHEMBL4125724,84,C[C@@H](N[C@H]1CCN(c2cccc(OC(F)(F)F)c2)C1)c1cccc2ccccc12.Cl.Cl
CHEMBL4126482,97,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12.Cl
CHEMBL4126057,206,C[C@@H](N[C@@H]1CCN(c2cccc(OC(F)(F)F)c2)C1)c1cccc2ccccc12.Cl.Cl
CHEMBL4800218,11.3,CN(Cc1nc(-c2ccc(C(C)(C)C)cc2)n(C)n1)CC1CC1
CHEMBL1859822,22,CCCCc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1
CHEMBL2062774,30.2,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12
CHEMBL3968272,80,Cc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C
CHEMBL3897134,91,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3)C2)nnc1-c1cccnc1
CHEMBL3913542,299,Cc1ccc(-c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)c(C)n1
CHEMBL3949662,485,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)nnc1-c1cccnc1
CHEMBL3963243,61,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCN(C(N)=O)CC1
CHEMBL3948167,34,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCOCC1
CHEMBL3899125,155,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)cc1
CHEMBL3950254,106,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)nc1
CHEMBL3970323,187,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(C(N)=O)c1
CHEMBL3981856,58,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(CC(N)=O)cc1
CHEMBL477994,142,CC(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1
CHEMBL477993,179,Fc1ccc(-c2noc(CCCNc3cnc4ccccc4c3)n2)c(Cl)c1
CHEMBL2012204,15.85,Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1
CHEMBL1082729,6,CN(C)CCCCc1ccc(C2(F)COC2)cc1
CHEMBL492553,10,Nc1ccnc(N2CCC3(CC2)OC(c2ccccc2)c2ccccc23)c1
CHEMBL4081835,8,CC(C)(O)CNCCCOc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1
CHEMBL4587291,23,O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC2CC(C3)C4(F)F)cc1
CHEMBL4583633,35,CS(=O)(=O)O.O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC2CC(C3)N4)cc1
CHEMBL4468631,10,CC(=O)NC1C2CC3CC1CC(C2)C31OO[C@]2(CC[C@@H](c3ccc(OCC(=O)O)cc3)CC2)O1
CHEMBL492552,13,CCN(CC)C(=O)[C@H]1OC2(CCN(c3cc(N)ccn3)CC2)c2ccccc21
CHEMBL4747641,46,CC(=O)Nc1ncc(CN2CCC3(CCN(c4cc(C)nc(C(F)(F)F)c4)C3)C2)s1
CHEMBL1836360,114,Nc1ncnc2c1sc1cc(-c3ccccc3)ccc12
CHEMBL3216526,12.7,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12.Cl.Cl
CHEMBL3347528,24,CCNC(=O)Nc1cccc(-c2ccc3c(c2)sc2c(N)ncnc23)c1
CHEMBL257799,24,Clc1ccc2c(c1-c1cn[nH]c1)CCC2c1ncc[nH]1
CHEMBL5438041,6,Nc1nc(NC2CC2)c2ccc(-c3cc[nH]n3)nc2n1
CHEMBL2012256,71,c1ccc(-n2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1
CHEMBL4560503,18,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC[C@H]2C1
CHEMBL4591572,17,C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1
CHEMBL4456368,25,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1
CHEMBL4455191,32,C=CC(=O)N1C[C@@H]2COc3cnc4cc(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C
CHEMBL4572730,40,C=CC(=O)N1CCN2c3c(cnc4c(OC)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1
CHEMBL217899,22,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2
CHEMBL4763469,86,Cc1noc2c1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(C#N)cc1)CC2
CHEMBL4780530,5.1,Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)C[C@H]2C
CHEMBL4798106,6.4,Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)CC2C
CHEMBL1857945,11.22,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12
CHEMBL5270030,11,Cc1ncc(-c2nc3c(NC4(C)CC4)nc(Nc4cnn(C5CC6(C5)CN(C)C6)c4)nc3cc2F)cn1
CHEMBL4203179,9,CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)CC1
CHEMBL3902818,40,C[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc2ccccc2c1
CHEMBL3394226,47,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCC(F)(F)C2)nc1F
CHEMBL3394227,53,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CC[C@@H](F)C2)nc1F
CHEMBL3394222,86,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2CCCOC2)nc1F
CHEMBL3394212,28,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccncc2)nc1F
CHEMBL3394218,91,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=COCCC2)nc1F
CHEMBL3394214,115,Cc1cc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)ccn1
CHEMBL3394219,120,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCCCO2)nc1F
CHEMBL3394220,44,NC1=N[C@@]2(CO1)c1cc(-c3ncccc3F)ccc1Oc1c2cc(C2=CCCOC2)nc1F
CHEMBL3394224,41,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCOCC2)nc1F
CHEMBL3394213,18,Cc1ccc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)cn1
CHEMBL3394225,23,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCC(F)(F)CC2)nc1F
CHEMBL3394223,30,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2CCOCC2)nc1F
CHEMBL2029724,27,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1
CHEMBL2029737,15,CNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1
CHEMBL2029899,36,CONC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1
CHEMBL2029732,50,CN(CCCC(=O)NCCF)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1
CHEMBL2029729,26,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1
CHEMBL2029733,38,CCN(CCCC(=O)NCCO)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1
CHEMBL2029735,27,CN(C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1)[C@H](CO)CCC(=O)NCCF
CHEMBL2029730,31,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@H](C2CCOCC2)C1
CHEMBL2029739,42,CN(CCCC(=O)NCC#N)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1
CHEMBL5395862,13,C=CC(=O)N1CCN2Cc3cc(C#N)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1
CHEMBL5423732,8,C=CC(=O)N1CCN2Cc3cc(F)c(-c4c(O)cccc4F)c(Cl)c3OC[C@H]2C1
CHEMBL5397175,19,C=CC(=O)N1CCN2Cc3cc(F)c(-c4c(C)cccc4O)c(F)c3OC[C@H]2C1
CHEMBL5399669,18,C=CC(=O)N1CCN2Cc3cc(OC(F)F)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1
CHEMBL5439404,5,C=CC(=O)N1CCN2Cc3cc(F)c(-c4c(O)cccc4F)c(F)c3OC[C@H]2C1
CHEMBL5431111,16,C#Cc1cc2c(c(F)c1-c1c(O)cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2
CHEMBL5425389,17,C=CC(=O)N1CCN2Cc3cc(Cl)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1
CHEMBL5440242,10,C=CC(=O)N1CCN2Cc3cc(OCCN(C)C)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1
CHEMBL5434277,33,C=CC(=O)N1CCN2Cc3ccc(-c4c(O)cccc4F)c(Cl)c3OC[C@H]2C1
CHEMBL1091644,17.38,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
CHEMBL3813865,52,CCc1cc(-c2c[nH]c3ncc(-c4cn[nH]c4)cc23)nc(N)n1
CHEMBL3775895,15,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5cc(N)ccn5)cc34)cc2)cn1
CHEMBL3935874,28,N[C@H]1CCCN(c2sncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3928490,15,N[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3913112,51,N[C@H]1C[C@@H](F)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3902228,130,C[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H]1N
CHEMBL3956489,102,C[C@H]1[C@@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12
CHEMBL3921064,82,N[C@H]1CCCN(c2ccccc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3904472,67,N[C@H]1CCCN(c2cnccc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3914287,36,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1
CHEMBL3911258,90,N[C@@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3970651,100,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccc(Cl)cc4Cl)nn23)C1
CHEMBL3942186,69,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
CHEMBL3897323,111,C[C@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
